model,spec_z,pred_z,dz,dz_norm,abs_dz_norm
median_redshift_baseline,0.1568289,0.1209818,-0.03584709999999999,-0.030987382835957842,0.030987382835957842
median_redshift_baseline,0.0742742,0.1209818,0.0467076,0.043478285152896715,0.043478285152896715
median_redshift_baseline,0.1851971,0.1209818,-0.0642153,-0.05418111468548144,0.05418111468548144
median_redshift_baseline,0.09978059,0.1209818,0.021201209999999998,0.019277672467378243,0.019277672467378243
median_redshift_baseline,0.09673978,0.1209818,0.024242020000000003,0.02210371178475901,0.02210371178475901
median_redshift_baseline,0.1531493,0.1209818,-0.03216749999999999,-0.02789534711593719,0.02789534711593719
median_redshift_baseline,0.04800854,0.1209818,0.07297326,0.06963040587436434,0.06963040587436434
median_redshift_baseline,0.2781302,0.1209818,-0.1571484,-0.12295179317412262,0.12295179317412262
median_redshift_baseline,0.07170407,0.1209818,0.049277730000000006,0.04598072488424907,0.04598072488424907
median_redshift_baseline,0.04946477,0.1209818,0.07151703000000001,0.06814619417858116,0.06814619417858116
median_redshift_baseline,0.1086319,0.1209818,0.012349899999999997,0.011139766048586549,0.011139766048586549
median_redshift_baseline,0.05799114,0.1209818,0.06299066,0.05953798441072012,0.05953798441072012
median_redshift_baseline,0.1117867,0.1209818,0.009195099999999998,0.00827056125064277,0.00827056125064277
median_redshift_baseline,0.1776388,0.1209818,-0.05665700000000001,-0.04811067705989308,0.04811067705989308
median_redshift_baseline,0.1047189,0.1209818,0.016262899999999997,0.014721301500318314,0.014721301500318314
median_redshift_baseline,0.08889608,0.1209818,0.03208572,0.02946628295328237,0.02946628295328237
median_redshift_baseline,0.2663929,0.1209818,-0.1454111,-0.11482305373000748,0.11482305373000748
median_redshift_baseline,0.04418895,0.1209818,0.07679285,0.07354305942425458,0.07354305942425458
median_redshift_baseline,0.2249337,0.1209818,-0.10395189999999999,-0.08486328688646576,0.08486328688646576
median_redshift_baseline,0.07943849,0.1209818,0.04154331,0.038486037310009207,0.038486037310009207
median_redshift_baseline,0.05439479,0.1209818,0.06658701,0.06315187691699425,0.06315187691699425
median_redshift_baseline,0.3041913,0.1209818,-0.1832095,-0.14047747443185674,0.14047747443185674
median_redshift_baseline,0.2829682,0.1209818,-0.1619864,-0.12625909200243624,0.12625909200243624
median_redshift_baseline,0.2587018,0.1209818,-0.13771999999999998,-0.10941431878463985,0.10941431878463985
median_redshift_baseline,0.03729206,0.1209818,0.08368974,0.08068098005107646,0.08068098005107646
median_redshift_baseline,0.0961584,0.1209818,0.024823399999999995,0.0226458146924751,0.0226458146924751
median_redshift_baseline,0.2653917,0.1209818,-0.1444099,-0.11412268627967136,0.11412268627967136
median_redshift_baseline,0.06534252,0.1209818,0.05563928,0.052226658521054806,0.052226658521054806
median_redshift_baseline,0.2855891,0.1209818,-0.16460729999999998,-0.12804036686372028,0.12804036686372028
median_redshift_baseline,0.2320751,0.1209818,-0.1110933,-0.09016763669682148,0.09016763669682148
median_redshift_baseline,0.06889201,0.1209818,0.05208979,0.048732509470250415,0.048732509470250415
median_redshift_baseline,0.1191806,0.1209818,0.0018012000000000028,0.0016093917281982933,0.0016093917281982933
median_redshift_baseline,0.2541662,0.1209818,-0.1331844,-0.10619358104212982,0.10619358104212982
median_redshift_baseline,0.04141037,0.1209818,0.07957143,0.07640737243666972,0.07640737243666972
median_redshift_baseline,0.08338404,0.1209818,0.037597759999999994,0.03470400025460961,0.03470400025460961
median_redshift_baseline,0.2020918,0.1209818,-0.08110999999999999,-0.0674740481550577,0.0674740481550577
median_redshift_baseline,0.02930684,0.1209818,0.09167496,0.08906475351897981,0.08906475351897981
median_redshift_baseline,0.1132849,0.1209818,0.0076969000000000065,0.00691368399948657,0.00691368399948657
median_redshift_baseline,0.04751682,0.1209818,0.07346498,0.07013250632099635,0.07013250632099635
median_redshift_baseline,0.1450573,0.1209818,-0.0240755,-0.021025585357169464,0.021025585357169464
median_redshift_baseline,0.1189787,0.1209818,0.0020030999999999938,0.0017901145035200347,0.0017901145035200347
median_redshift_baseline,0.07250103,0.1209818,0.048480770000000006,0.04520347173932319,0.04520347173932319
median_redshift_baseline,0.2119916,0.1209818,-0.0910098,-0.07509111449287273,0.07509111449287273
median_redshift_baseline,0.1448108,0.1209818,-0.02382899999999999,-0.020814793151846568,0.020814793151846568
median_redshift_baseline,0.04978463,0.1209818,0.07119717,0.06782073957398291,0.06782073957398291
median_redshift_baseline,0.07536592,0.1209818,0.04561588,0.04241893773237671,0.04241893773237671
median_redshift_baseline,0.02020132,0.1209818,0.10078048,0.09878489473038518,0.09878489473038518
median_redshift_baseline,0.1518542,0.1209818,-0.030872399999999994,-0.02680235050581922,0.02680235050581922
median_redshift_baseline,0.263402,0.1209818,-0.14242020000000002,-0.11272754040281717,0.11272754040281717
median_redshift_baseline,0.04084505,0.1209818,0.08013675,0.07699200759997851,0.07699200759997851
median_redshift_baseline,0.05924497,0.1209818,0.06173683,0.058283807569083856,0.058283807569083856
median_redshift_baseline,0.1294027,0.1209818,-0.008420900000000009,-0.007456065051022111,0.007456065051022111
median_redshift_baseline,0.01800605,0.1209818,0.10297575,0.10115435954432686,0.10115435954432686
median_redshift_baseline,0.2530331,0.1209818,-0.1320513,-0.10538532461752208,0.10538532461752208
median_redshift_baseline,0.1252129,0.1209818,-0.004231099999999988,-0.0037602661682957844,0.0037602661682957844
median_redshift_baseline,0.05381547,0.1209818,0.06716633,0.0637363294733185,0.0637363294733185
median_redshift_baseline,0.08008453,0.1209818,0.04089727,0.03786487896461215,0.03786487896461215
median_redshift_baseline,0.02474769,0.1209818,0.09623411,0.09391005311756301,0.09391005311756301
median_redshift_baseline,0.2256083,0.1209818,-0.10462650000000001,-0.08536699694347698,0.08536699694347698
median_redshift_baseline,0.1156974,0.1209818,0.005284399999999995,0.00473640971109191,0.00473640971109191
median_redshift_baseline,0.1794192,0.1209818,-0.0584374,-0.04954760783951966,0.04954760783951966
median_redshift_baseline,0.1203411,0.1209818,0.000640699999999994,0.0005718794035137995,0.0005718794035137995
median_redshift_baseline,0.0868452,0.1209818,0.0341366,0.03140888877275255,0.03140888877275255
median_redshift_baseline,0.1478919,0.1209818,-0.026910099999999992,-0.023443061145391818,0.023443061145391818
median_redshift_baseline,0.1281451,0.1209818,-0.007163300000000011,-0.006349626479785279,0.006349626479785279
median_redshift_baseline,0.09487032,0.1209818,0.026111480000000006,0.02384892486628006,0.02384892486628006
median_redshift_baseline,0.1559525,0.1209818,-0.03497069999999999,-0.030252713671193233,0.030252713671193233
median_redshift_baseline,0.2631322,0.1209818,-0.14215039999999998,-0.11253802254427524,0.11253802254427524
median_redshift_baseline,0.2830096,0.1209818,-0.16202779999999997,-0.12628728576933484,0.12628728576933484
