Z,Z_ERR,CLASS,PLATE,MJD,FIBERID,SPECOBJID,z_measured,z_line_scatter
0.3094857633113861,2.3987666281755082e-05,QSO,532,51993,497,    599115398197045248,0.18516846744980606,0.00021310067399842215
