objid,ra,dec,u,g,r,i,photometric_z,specObjID,redshift,redshift_error,class,spec_z,zmag,u_g,g_r,r_i,i_z,r_mag
1237655501883768857,249.335466984014,41.1889778543139,17.23991,15.35133,14.53372,14.13993,13.8539,920020517656750080,0.03164721,8.341537e-06,GALAXY,0.03164721,13.8539,1.8885799999999975,0.8176100000000002,0.393790000000001,0.28603000000000023,14.53372
1237665023828426881,177.072303110821,33.7145623059469,19.55232,18.0816,17.24716,16.79937,16.4367,2361154275096160256,0.0316607,7.48499e-06,GALAXY,0.0316607,16.4367,1.47072,0.8344400000000007,0.44779000000000124,0.3626700000000014,17.24716
1237657220414898342,171.282882821748,56.0277097844318,18.5165,17.33802,16.75653,16.40559,16.15139,1473884938011961344,0.03166353,8.503306e-06,GALAXY,0.03166353,16.15139,1.1784800000000004,0.5814899999999987,0.35094000000000136,0.25420000000000087,16.75653
1237662501081120858,243.075681939389,35.9530408310506,21.58598,21.5185,21.48966,21.67601,21.91488,12084361354024341504,0.03166969,1.339958e-05,GALAXY,0.03166969,21.91488,0.06747999999999976,0.028839999999998867,-0.1863500000000009,-0.23886999999999858,21.48966
1237665442071839293,241.382704771934,17.8072680170561,20.05427,18.65379,17.915,17.54266,17.24977,2472630461222905856,0.03167688,1.24576e-05,GALAXY,0.03167688,17.24977,1.4004799999999982,0.7387900000000016,0.3723399999999977,0.2928899999999999,17.915
1237654605318127794,142.712701304028,3.63789842058934,19.43874,18.10527,17.52266,17.20109,17.03049,640714050791041024,0.03168073,1.106258e-05,GALAXY,0.03168073,17.03049,1.3334699999999984,0.5826100000000025,0.3215699999999977,0.1706000000000003,17.52266
1237661387080728728,247.00506974716,36.1541759401211,18.78356,17.10972,16.41876,16.08792,15.84426,1506508272692127744,0.03168403,1.893019e-05,GALAXY,0.03168403,15.84426,1.673840000000002,0.6909600000000005,0.33083999999999847,0.2436600000000002,16.41876
1237664338785730706,165.004390512754,36.3115173479351,17.33035,16.18569,15.69991,15.43253,15.22075,2354293046922733568,0.0316843,1.03658e-05,GALAXY,0.0316843,15.22075,1.1446599999999982,0.4857800000000019,0.2673799999999993,0.2117799999999992,15.69991
1237662301915381814,254.637105332875,24.1480170359971,21.78512,20.31464,19.84832,19.60486,19.15025,1906206049581426688,0.03170294,7.475123e-06,GALAXY,0.03170294,19.15025,1.4704799999999985,0.4663199999999996,0.24346000000000245,0.45460999999999885,19.84832
1237664673252376644,194.246869866959,37.1823333000122,21.44637,21.13018,21.44063,21.64464,20.95639,9985846092833771520,0.03170956,7.650402e-06,GALAXY,0.03170956,20.95639,0.3161900000000024,-0.31044999999999945,-0.20401000000000025,0.68825,21.44063
1237662336793116920,242.372621007412,30.5346094419487,17.95919,16.20129,15.37414,14.97035,14.64321,1583119495998760960,0.0317113,1.282127e-05,GALAXY,0.0317113,14.64321,1.7578999999999994,0.8271499999999996,0.40379000000000076,0.32714,15.37414
1237648704601981505,240.292735571165,0.0453831754742986,19.23412,18.1873,17.75504,17.51875,17.3245,386357419271284736,0.03171449,4.896863e-06,GALAXY,0.03171449,17.3245,1.0468200000000003,0.4322599999999994,0.23629000000000033,0.19425000000000026,17.75504
1237661386012885533,256.14169246739,25.2634950674026,18.58982,17.38185,16.91185,16.64611,16.44559,1906308853918623744,0.03171549,9.785359e-06,GALAXY,0.03171549,16.44559,1.2079699999999995,0.46999999999999886,0.265740000000001,0.20052000000000092,16.91185
1237663546366099553,126.751260938808,53.8721113400819,18.21711,16.33978,15.50611,15.09386,14.78902,5805275259017121792,0.03171571,1.382686e-05,GALAXY,0.03171571,14.78902,1.8773300000000006,0.8336700000000015,0.4122500000000002,0.30483999999999867,15.50611
1237662341082120461,230.588741116514,33.0712530314613,22.23524,21.6577,21.62098,21.8009,21.16555,5313321867742040064,0.03172065,9.303216e-06,GALAXY,0.03172065,21.16555,0.5775400000000026,0.036719999999998976,-0.1799199999999992,0.635349999999999,21.62098
1237661850413957292,236.295313020912,31.4287028565308,18.6412,17.57819,17.17728,16.92114,16.74955,1778998871389661184,0.03172264,6.604211e-06,GALAXY,0.03172264,16.74955,1.063010000000002,0.40090999999999966,0.2561399999999985,0.1715900000000019,17.17728
1237663529721790644,123.735502935753,51.5972071402682,18.34916,17.5862,17.38926,17.18045,17.08348,2005265447674472448,0.0317236,4.494533e-06,GALAXY,0.0317236,17.08348,0.7629599999999996,0.19694000000000145,0.20880999999999972,0.09696999999999889,17.38926
1237655472357114000,246.921342219886,40.9269664389877,15.75165,13.72599,12.90595,12.47051,12.0717,918822324826826752,0.03172771,1.215196e-05,GALAXY,0.03172771,12.0717,2.0256600000000002,0.8200399999999988,0.4354399999999998,0.398810000000001,12.90595
1237668272981541117,224.748973804099,16.3932025486963,16.86134,15.59295,14.94709,14.60975,14.31848,3112136127545370624,0.03173622,9.526249e-06,GALAXY,0.03173622,14.31848,1.2683899999999984,0.6458600000000008,0.3373399999999993,0.2912700000000008,14.94709
1237663543679123572,321.474022788022,0.41604649374901,16.87843,15.48023,14.79175,14.40647,14.08136,1111421580057012224,0.03173976,1.41531e-05,GALAXY,0.03173976,14.08136,1.398200000000001,0.6884800000000002,0.38527999999999984,0.32511000000000045,14.79175
1237661949171728555,163.811008055881,11.0956003730397,19.22329,18.13314,17.70322,17.47533,17.27802,1803741181079742464,0.03174321,5.136622e-06,GALAXY,0.03174321,17.27802,1.0901499999999977,0.4299199999999992,0.22789000000000215,0.1973099999999981,17.70322
1237648721792729491,237.383251077026,0.319877695851847,20.04167,18.27892,17.4661,17.04441,16.71446,385209803993016320,0.03174691,2.434126e-05,GALAXY,0.03174691,16.71446,1.7627500000000005,0.8128199999999985,0.4216900000000017,0.3299500000000002,17.4661
1237661137955586124,142.394096265668,33.7975108936646,17.54605,16.32676,15.83531,15.54317,15.32871,1793606705414694912,0.03174751,1.141281e-05,GALAXY,0.03174751,15.32871,1.2192900000000009,0.4914500000000004,0.29213999999999984,0.21446000000000076,15.83531
1237655108909924473,163.019799704093,58.5997542628702,17.89864,16.05639,15.26586,14.85241,14.54218,1068615666631731200,0.03175305,1.255643e-05,GALAXY,0.03175305,14.54218,1.84225,0.7905300000000004,0.4134499999999992,0.31023000000000067,15.26586
1237651191358685202,133.027362632448,52.9327649096042,17.11635,15.31223,14.51871,14.14223,13.8674,505610179031623680,0.03175763,7.896517e-06,GALAXY,0.03175763,13.8674,1.804120000000001,0.7935199999999991,0.3764800000000008,0.2748299999999997,14.51871
1237661950807048392,221.452207247256,10.8929606217857,19.27363,17.76173,17.0972,16.7271,16.47188,1926580001537288192,0.03176244,1.468318e-05,GALAXY,0.03176244,16.47188,1.5119000000000007,0.6645299999999992,0.37010000000000076,0.25522000000000133,17.0972
1237655691936727276,214.12659808687,-2.4151745724087,17.34309,15.99249,15.29747,14.92177,14.59778,1032524746752813056,0.03176248,1.046162e-05,GALAXY,0.03176248,14.59778,1.3506,0.6950199999999995,0.37570000000000014,0.3239900000000002,15.29747
1237654669202358504,158.386695095549,-0.685974069915213,18.60835,17.63346,17.35183,17.1677,17.01841,307387200075491328,0.03176328,6.119929e-06,GALAXY,0.03176328,17.01841,0.974890000000002,0.2816299999999998,0.18412999999999968,0.1492900000000006,17.35183
1237654398613848305,158.34477730097,61.5548877405872,19.29117,17.84572,17.196,16.8775,16.67418,869223080352835584,0.03178269,2.33969e-05,GALAXY,0.03178269,16.67418,1.445450000000001,0.6497199999999985,0.3185000000000002,0.2033200000000015,17.196
1237655470212645107,235.591167752979,2.46747035825503,16.73117,15.54027,14.97331,14.66766,14.41146,3327157171682043904,0.03178297,1.262382e-05,GALAXY,0.03178297,14.41146,1.1908999999999992,0.5669599999999999,0.30565,0.25619999999999976,14.97331
1237667253481504910,191.69282126412,29.3885876647059,18.35505,16.89291,16.52793,16.30247,16.15676,2518647226801088512,0.03178712,5.793407e-06,GALAXY,0.03178712,16.15676,1.462139999999998,0.3649799999999992,0.22546000000000177,0.14571000000000112,16.52793
1237667448877875405,186.400617261092,26.1632812406129,17.70564,16.42695,15.90835,15.62393,15.44762,2992787713209427968,0.03178922,1.879135e-05,GALAXY,0.03178922,15.44762,1.2786899999999974,0.5186000000000011,0.2844200000000008,0.17630999999999908,15.90835
1237659324955295958,245.694262814692,39.5845651957719,17.08251,15.18273,14.35918,13.94238,13.64082,1319638849747445760,0.03179979,1.043706e-05,GALAXY,0.03179979,13.64082,1.8997799999999998,0.8235499999999991,0.4168000000000003,0.3015600000000003,14.35918
1237662341085856034,239.046339922951,28.621561496445,19.19996,17.72833,17.0086,16.62835,16.32902,1566259858586494976,0.03181164,1.211069e-05,GALAXY,0.03181164,16.32902,1.471630000000001,0.7197299999999984,0.3802500000000002,0.2993300000000012,17.0086
1237665352928657605,218.996392545138,28.7990270080875,18.40771,17.5096,17.41915,17.3241,17.19086,2406136957051627520,0.03181376,6.095229e-06,GALAXY,0.03181376,17.19086,0.8981100000000026,0.09045000000000059,0.09504999999999697,0.1332400000000007,17.41915
1237662637976191101,217.451358253361,13.4691971353875,17.31628,16.16476,15.67262,15.41102,15.2248,1923197903233378304,0.0318236,1.074927e-05,GALAXY,0.0318236,15.2248,1.1515199999999979,0.4921400000000009,0.2615999999999996,0.1862200000000005,15.67262
1237662697037168786,237.999248234023,24.3397258874944,16.72943,15.50262,14.93961,14.62663,14.37101,2082978387973924864,0.03182575,9.877695e-06,GALAXY,0.03182575,14.37101,1.2268100000000004,0.5630100000000002,0.3129799999999996,0.2556200000000004,14.93961
1237662619727036658,244.450996525649,26.5201483225886,18.29038,16.94058,16.34072,16.0145,15.75794,1774548329087133696,0.03182665,1.098291e-05,GALAXY,0.03182665,15.75794,1.3497999999999983,0.5998599999999996,0.3262199999999993,0.2565600000000021,16.34072
1237661386010329347,252.2468913447,29.921536072017,17.89588,16.6083,15.95034,15.68801,15.47943,1512145469227165696,0.03182805,3.181213e-05,GALAXY,0.03182805,15.47943,1.2875799999999984,0.6579599999999992,0.2623300000000004,0.20857999999999954,15.95034
1237667782827638815,167.435194141874,21.7589403754626,15.78616,13.75259,12.89226,12.46311,12.18169,2805863584226109440,0.0318289,9.078627e-06,GALAXY,0.0318289,12.18169,2.033570000000001,0.8603299999999994,0.4291499999999999,0.28142000000000067,12.89226
1237660241386143878,47.1017362506403,0.47433967121848,18.4614,16.74046,15.9163,15.47572,15.13738,462917515522107392,0.03182939,6.435968e-06,GALAXY,0.03182939,15.13738,1.7209400000000024,0.8241599999999991,0.44057999999999886,0.33834000000000053,15.9163
1237653440837124144,349.912728182963,-10.2177176667578,19.12668,16.99823,16.14531,15.7069,15.3556,726257153920231424,0.03184626,2.498731e-05,GALAXY,0.03184626,15.3556,2.128450000000001,0.852920000000001,0.4384099999999993,0.3512999999999984,16.14531
1237664131554213958,159.245901471102,13.3811495784634,19.22465,17.59797,16.82742,16.38117,16.03263,1968127240319297536,0.03184678,1.295904e-05,GALAXY,0.03184678,16.03263,1.6266800000000003,0.7705500000000001,0.44624999999999915,0.34853999999999985,16.82742
1237668625164927001,196.935989410735,17.8010279884401,17.22686,16.23249,15.70033,15.42784,15.20161,2930879160865810432,0.03184951,7.717159e-06,GALAXY,0.03184951,15.20161,0.99437,0.5321599999999993,0.27248999999999945,0.22622999999999927,15.70033
1237665126929989725,175.915156230168,33.4174566901972,16.87129,15.13384,14.34445,13.9213,13.59692,2361088029520586752,0.0318505,6.142434e-06,GALAXY,0.0318505,13.59692,1.737449999999999,0.7893899999999991,0.4231499999999997,0.32437999999999967,14.34445
1237680530815385914,346.851286563464,29.5384746067809,24.45661,21.44468,21.05964,21.04502,20.78988,8747374902758363136,0.03185759,2.489239e-05,GALAXY,0.03185759,20.78988,3.0119299999999996,0.38504000000000005,0.014620000000000744,0.2551400000000008,21.05964
1237655472893788430,246.816612851433,41.5783767624535,19.20253,17.87682,17.29721,17.01878,16.78942,918860807733798912,0.03186126,1.334731e-05,GALAXY,0.03186126,16.78942,1.3257100000000008,0.5796099999999988,0.2784300000000002,0.2293599999999998,17.29721
1237654652562112769,122.195045423154,38.3284609829414,19.34412,17.43402,16.63196,16.18292,15.90113,853576478086948864,0.03186452,1.092385e-05,GALAXY,0.03186452,15.90113,1.9101,0.8020600000000009,0.4490400000000001,0.2817899999999991,16.63196
1237679502169669711,355.772632923336,18.6582190933716,21.91107,20.89345,20.57099,20.62241,20.4646,6897370686635134976,0.03186583,6.802675e-06,GALAXY,0.03186583,20.4646,1.0176199999999973,0.3224600000000031,-0.05142000000000024,0.15780999999999779,20.57099
1237662197743223125,219.587479348235,9.09754316132378,19.2494,18.01404,17.51286,17.23828,17.10827,2041355827511584768,0.03186793,1.083702e-05,GALAXY,0.03186793,17.10827,1.23536,0.5011800000000015,0.27458000000000027,0.13000999999999863,17.51286
1237649964064244157,46.440889017229,-6.37844179728636,19.044,17.82801,17.3246,17.13573,17.06606,515807600109971456,0.03187475,2.431379e-05,GALAXY,0.03187475,17.06606,1.2159900000000015,0.5034099999999988,0.18887000000000143,0.06966999999999857,17.3246
1237662474231152800,243.768269303694,31.7845682980509,17.29457,16.01063,15.40247,15.06422,14.78437,1598880175079057408,0.03187711,1.277544e-05,GALAXY,0.03187711,14.78437,1.2839400000000012,0.6081599999999998,0.3382499999999986,0.2798500000000015,15.40247
1237654605869220016,175.256030044779,5.26026149342063,17.40194,16.23396,15.71548,15.40716,15.18465,944727918188193792,0.03187859,1.198685e-05,GALAXY,0.03187859,15.18465,1.16798,0.5184800000000003,0.30832000000000015,0.22250999999999976,15.71548
1237667915952619732,173.865998294093,20.000842799825,19.14443,17.9218,17.41115,17.11287,16.89393,2817139625758320640,0.03188281,1.802785e-05,GALAXY,0.03188281,16.89393,1.2226299999999988,0.5106500000000018,0.2982799999999983,0.2189399999999999,17.41115
1237663787952374082,114.462338388684,46.2887150025274,18.30923,17.13051,16.53662,16.21567,15.95644,2102107683405457408,0.03188629,6.555013e-06,GALAXY,0.03188629,15.95644,1.1787199999999984,0.5938900000000018,0.32094999999999985,0.25922999999999874,16.53662
1237663529723429067,127.388276921166,54.7166577895221,18.41228,16.79117,16.07493,15.68485,15.3424,2006516691940435968,0.03188745,1.171101e-05,GALAXY,0.03188745,15.3424,1.621109999999998,0.7162400000000027,0.39007999999999754,0.34245000000000125,16.07493
1237656906354065585,357.766843915619,-0.998480401897519,18.32879,17.16935,16.75228,16.49812,16.33488,434635602068006912,0.03188975,9.733303e-06,GALAXY,0.03188975,16.33488,1.15944,0.4170700000000025,0.25415999999999883,0.16324000000000183,16.75228
1237664871359512801,139.218729735359,34.5895950686092,19.75294,18.15061,17.23145,16.72742,16.32388,1433303616973727744,0.03189772,9.000997e-06,GALAXY,0.03189772,16.32388,1.6023299999999985,0.9191600000000015,0.5040300000000002,0.40353999999999957,17.23145
1237664853116256461,236.880991876607,25.1346461391074,18.4759,17.21832,16.73943,16.46317,16.30007,2083007525032060928,0.03190087,5.936669e-06,GALAXY,0.03190087,16.30007,1.2575800000000008,0.4788899999999998,0.27625999999999706,0.16310000000000002,16.73943
1237662620260040853,236.602043244799,32.0916303095932,20.05057,18.18404,17.5081,17.17186,16.90398,1779040377953609728,0.03190261,3.365909e-05,GALAXY,0.03190261,16.90398,1.866530000000001,0.6759400000000007,0.3362400000000001,0.2678799999999981,17.5081
1237662619726971099,244.346699591864,26.7116805242701,18.03171,16.7196,16.26748,16.01018,15.80862,1773404287188101120,0.03191335,9.030511e-06,GALAXY,0.03191335,15.80862,1.3121100000000006,0.45212000000000074,0.25730000000000075,0.20155999999999885,16.26748
1237668294446809221,169.316936112319,19.9009644100178,17.25921,15.96639,15.42599,15.13393,14.88123,2809225890733516800,0.03191583,1.408767e-05,GALAXY,0.03191583,14.88123,1.292819999999999,0.5404,0.2920600000000011,0.25269999999999904,15.42599
1237653436544647272,346.374607851154,-10.0288961054654,17.34475,15.94691,15.28373,14.91794,14.60352,816307706913646592,0.03191687,1.488601e-05,GALAXY,0.03191687,14.60352,1.3978400000000004,0.6631800000000005,0.3657900000000005,0.31442000000000014,15.28373
1237665429165441119,199.9845455742,29.4481537724541,18.18427,16.33226,15.53643,15.16862,14.87443,2254181963860568064,0.03191892,9.332168e-06,GALAXY,0.03191892,14.87443,1.85201,0.7958300000000023,0.36780999999999864,0.2941900000000004,15.53643
1237651271883096328,120.538212200796,44.7062698406902,17.19344,15.53719,14.78744,14.41186,14.07586,494353653478483968,0.03192536,1.628298e-05,GALAXY,0.03192536,14.07586,1.6562499999999982,0.7497500000000006,0.37557999999999936,0.3360000000000003,14.78744
1237662238544822287,195.742788684101,10.5039371211395,17.1219,16.09158,15.71724,15.47631,15.36582,2018885108039182336,0.03193227,6.574827e-06,GALAXY,0.03193227,15.36582,1.0303199999999997,0.3743400000000001,0.24093000000000053,0.11049000000000042,15.71724
1237668292833443961,162.841105419486,17.911859056102,19.45381,18.30887,17.81938,17.57942,17.36969,2791113085916571648,0.03193687,7.000166e-06,GALAXY,0.03193687,17.36969,1.1449400000000018,0.48949,0.23995999999999995,0.20973000000000042,17.81938
1237665228376899651,178.679504666353,33.536766524721,17.64218,15.68301,14.79905,14.31903,13.95598,2363340103843080192,0.03193833,2.001945e-05,GALAXY,0.03193833,13.95598,1.9591700000000003,0.8839600000000001,0.48001999999999967,0.36304999999999943,14.79905
1237662306190098518,216.387770407415,37.6675169224705,17.47037,16.18687,15.65986,15.37974,15.14715,1554931869726828544,0.0319437,2.080679e-05,GALAXY,0.0319437,15.14715,1.2835,0.5270099999999989,0.28012000000000015,0.23259000000000007,15.65986
1237651821637468235,220.180645679924,3.37404135548775,17.30895,15.35005,14.47366,14.06291,13.73551,659790573489645568,0.03195388,9.507113e-06,GALAXY,0.03195388,13.73551,1.9588999999999999,0.8763899999999989,0.41075000000000017,0.3274000000000008,14.47366
1237658311329120490,179.028507146825,59.424920954961,17.41582,15.72779,14.96442,14.56265,14.23982,1074191564604991488,0.03196007,1.073792e-05,GALAXY,0.03196007,14.23982,1.6880299999999995,0.7633700000000001,0.40177000000000085,0.32282999999999973,14.96442
1237662637444563057,229.621423512627,11.1975340204709,17.85277,16.13734,15.3695,14.99667,14.70708,1936658405347321856,0.03196464,8.863823e-06,GALAXY,0.03196464,14.70708,1.7154300000000013,0.7678399999999979,0.37283000000000044,0.28959000000000046,15.3695
1237654665438495017,122.303245929115,38.0176931302802,17.88934,16.01949,15.12583,14.65854,14.28196,853587198325319680,0.03197728,8.698635e-06,GALAXY,0.03197728,14.28196,1.8698499999999996,0.8936600000000006,0.4672900000000002,0.3765800000000006,15.12583
1237680296736784704,341.861879006802,19.6023141102997,18.68821,17.15827,16.19118,15.67826,15.30039,6890596044683628544,0.03197755,9.372192e-06,GALAXY,0.03197755,15.30039,1.5299399999999999,0.9670900000000024,0.5129199999999994,0.3778699999999997,16.19118
1237667448875384983,179.977026701935,26.0694560825927,18.2148,17.23701,16.8464,16.65182,16.47339,2989389667188631552,0.03198114,9.539339e-06,GALAXY,0.03198114,16.47339,0.9777899999999988,0.39061000000000234,0.19457999999999842,0.1784300000000023,16.8464
1237665428645741017,241.100585156982,17.6886846902388,19.0409,18.00183,17.58204,17.34761,17.20557,2475902333318359040,0.03198178,6.488974e-06,GALAXY,0.03198178,17.20557,1.0390699999999988,0.41979000000000255,0.2344299999999997,0.14203999999999795,17.58204
1237654600490745933,152.53157352466,3.52514090022987,18.02334,17.34607,17.10594,16.93604,16.83599,645157728058107904,0.03198753,6.608196e-06,GALAXY,0.03198753,16.83599,0.67727,0.24013000000000062,0.16990000000000194,0.10004999999999953,17.10594
1237657591933567237,183.095518491408,56.1147583544995,18.9204,17.62485,17.02214,16.73854,16.49199,1147382210442061824,0.03199352,4.380492e-05,GALAXY,0.03199352,16.49199,1.2955500000000022,0.6027099999999983,0.28359999999999985,0.24654999999999916,17.02214
1237658300056666453,125.863993336095,4.31216866281067,18.81855,17.01887,16.18143,15.78776,15.50339,1334318702404855808,0.03199638,1.363968e-05,GALAXY,0.03199638,15.50339,1.7996799999999986,0.8374400000000009,0.3936699999999984,0.2843700000000009,16.18143
1237657776615456928,131.293765437576,39.092168661644,17.45572,16.41516,16.09727,15.91164,15.78321,933404871275603968,0.03199856,6.444368e-06,GALAXY,0.03199856,15.78321,1.0405599999999993,0.31788999999999845,0.18563000000000152,0.12842999999999982,16.09727
1237655128767136036,250.311322628035,40.5478803207973,18.91941,17.76082,17.40459,17.19383,17.0057,709409609558812672,0.03201783,7.764385e-06,GALAXY,0.03201783,17.0057,1.1585900000000002,0.35623000000000005,0.2107600000000005,0.18812999999999747,17.40459
1237661358079672476,179.454520037767,47.9026295671474,18.92364,17.6445,16.96336,16.57799,16.2396,1628202774695012352,0.03201904,6.359071e-06,GALAXY,0.03201904,16.2396,1.2791399999999982,0.6811399999999992,0.38537000000000177,0.3383900000000004,16.96336
1237662662678151239,235.439805428585,27.9882788100959,17.7547,16.0068,15.206,14.84274,14.57171,1861178301121325056,0.03202564,9.84795e-06,GALAXY,0.03202564,14.57171,1.7479000000000013,0.8007999999999988,0.36326000000000036,0.27102999999999966,15.206
1237649964069093647,57.5099073223026,-4.97160314457313,19.73519,18.40475,17.80361,17.44731,17.18196,521416483448842240,0.0320345,1.297454e-05,GALAXY,0.0320345,17.18196,1.3304399999999994,0.6011400000000009,0.3562999999999974,0.26535000000000153,17.80361
1237651496293630251,117.634251654647,43.5994095301522,18.58887,17.17557,16.48242,16.10231,15.82097,488765110886623232,0.0320431,2.009087e-05,GALAXY,0.0320431,15.82097,1.4132999999999996,0.6931499999999993,0.38011000000000195,0.28133999999999837,16.48242
1237648705669759269,226.606112649408,0.929125031124542,17.42912,16.19013,15.58531,15.24149,14.947,349187609060206592,0.0320456,6.716461e-06,GALAXY,0.0320456,14.947,1.2389900000000011,0.6048200000000001,0.3438199999999991,0.2944900000000015,15.58531
1237654949450940538,240.96221145249,53.7511597037785,17.31177,15.94697,15.38392,15.06724,14.89763,699291628765997056,0.03206157,8.543479e-06,GALAXY,0.03206157,14.89763,1.364799999999999,0.5630500000000005,0.31667999999999985,0.16961000000000048,15.38392
1237660670891786274,155.208156318832,11.3721727914609,16.59837,15.16662,14.45119,14.06158,13.93179,1799285408798894080,0.03206477,9.503723e-06,GALAXY,0.03206477,13.93179,1.4317499999999992,0.7154299999999996,0.3896100000000011,0.12978999999999985,14.45119
1237665179522236633,217.25679846671,28.309568339737,17.32698,16.22589,15.81185,15.57571,15.40562,2402789213486475264,0.03206878,1.299862e-05,GALAXY,0.03206878,15.40562,1.1010899999999992,0.41403999999999996,0.2361399999999989,0.17009000000000007,15.81185
1237663788489375837,113.926778227468,46.7845184315216,18.53589,17.19653,16.24447,15.81019,15.55993,2102114280475224064,0.03208005,7.713559e-06,GALAXY,0.03208005,15.55993,1.3393599999999992,0.9520599999999995,0.43427999999999933,0.2502600000000008,16.24447
1237664337710809242,162.005209357843,35.0074937384832,18.67007,17.85017,17.73611,17.61221,17.52707,2353188587761068032,0.0320801,5.813185e-06,GALAXY,0.0320801,17.52707,0.8199000000000005,0.1140599999999985,0.12389999999999901,0.08514000000000266,17.73611
1237667735041409105,174.322275070558,22.0894177039303,19.22501,17.81355,17.18086,16.84265,16.58621,2822739158500403200,0.03208102,2.018344e-05,GALAXY,0.03208102,16.58621,1.4114600000000017,0.6326900000000002,0.3382100000000001,0.2564399999999978,17.18086
1237671124842447036,153.578393573791,15.6407983188111,18.07686,17.03824,16.65396,16.42847,16.2352,2913965368378681344,0.03209625,6.034973e-06,GALAXY,0.03209625,16.2352,1.0386200000000017,0.38427999999999685,0.22549000000000063,0.19327000000000183,16.65396
1237665549974634927,241.134656855302,16.6752382637803,18.44479,16.57802,15.69478,15.22349,14.87649,2477056276123641856,0.03209697,1.240772e-05,GALAXY,0.03209697,14.87649,1.8667700000000025,0.8832399999999989,0.47128999999999976,0.34699999999999953,15.69478
1237648704600342994,236.585678868025,0.208624308337992,19.40558,18.16701,17.70156,17.39858,17.36288,385188363516274688,0.03209967,1.222411e-05,GALAXY,0.03209967,17.36288,1.2385699999999993,0.4654500000000006,0.3029800000000016,0.03569999999999851,17.70156
1237662301915447486,254.898415297963,24.0627724443308,18.49891,16.56099,15.59015,15.04267,14.60104,1906185708616312832,0.03210673,1.662399e-05,GALAXY,0.03210673,14.60104,1.9379199999999983,0.9708400000000008,0.5474800000000002,0.44162999999999997,15.59015
1237653440300122147,349.581554401989,-10.5413020051072,19.85656,18.11561,17.41165,17.06431,16.79582,726261826844649472,0.03210731,5.174953e-05,GALAXY,0.03210731,16.79582,1.7409500000000016,0.7039599999999986,0.34734000000000265,0.2684899999999999,17.41165
1237668586505633823,166.482257381269,17.3467000046163,16.52861,15.3851,14.81431,14.50009,14.25236,2804715138911856640,0.03210746,6.892462e-06,GALAXY,0.03210746,14.25236,1.143510000000001,0.5707899999999988,0.3142200000000006,0.24773000000000067,14.81431
1237663457777354079,319.194518734304,0.179706045061536,20.58868,19.27278,18.88163,18.75154,18.67647,1155327004086659072,0.03212073,5.48001e-06,GALAXY,0.03212073,18.67647,1.3158999999999992,0.39114999999999966,0.1300900000000027,0.07507000000000019,18.88163
1237661971720044696,179.438747402993,7.56593539473479,18.56463,17.41772,16.97507,16.77639,16.6548,1826374357555898368,0.03212084,1.458118e-05,GALAXY,0.03212084,16.6548,1.1469100000000019,0.44265000000000043,0.19867999999999952,0.12158999999999764,16.97507
1237664106855006464,156.032044469161,13.995095960581,18.94061,17.78102,17.17022,16.86957,16.64928,1967036249285879808,0.03212113,8.818376e-06,GALAXY,0.03212113,16.64928,1.159589999999998,0.6108000000000011,0.30065000000000097,0.22028999999999854,17.17022
1237662225700684073,244.036035330406,24.0795315693421,19.04265,17.44401,16.62165,16.19047,15.84162,1865786079240546304,0.03214394,1.189447e-05,GALAXY,0.03214394,15.84162,1.5986399999999996,0.8223599999999998,0.4311799999999977,0.34885000000000055,16.62165
1237657611802050680,175.841422658651,57.139424329745,17.5042,16.01165,15.32831,14.9835,14.71065,1476189789312018432,0.03215144,2.142733e-05,GALAXY,0.03215144,14.71065,1.4925500000000014,0.6833399999999994,0.3448100000000007,0.27285000000000004,15.32831
1237662335719964836,243.07563774744,29.0793310667391,17.51408,15.62668,14.78855,14.37307,14.03833,1583051051399931904,0.03216052,1.06854e-05,GALAXY,0.03216052,14.03833,1.8873999999999995,0.8381299999999996,0.4154800000000005,0.33474000000000004,14.78855
1237658611446251618,176.906444778405,48.6584539846639,18.50082,17.51753,17.25381,17.08575,16.96663,1088746628531120128,0.03216759,5.712307e-06,GALAXY,0.03216759,16.96663,0.9832900000000002,0.2637199999999993,0.16806000000000054,0.11912000000000234,17.25381
1237661851487699126,236.728277304212,32.0672867391491,19.72086,17.74709,17.19784,16.90205,16.68763,1780064573101991936,0.03217176,1.519298e-05,GALAXY,0.03217176,16.68763,1.9737699999999982,0.5492500000000007,0.2957900000000002,0.2144200000000005,17.19784
1237662264855756864,219.882193211367,9.23496823557365,16.91095,14.97842,14.13326,13.71579,13.40105,2041371220674373632,0.03217448,9.157401e-06,GALAXY,0.03217448,13.40105,1.9325299999999999,0.8451599999999999,0.4174699999999998,0.31474000000000046,14.13326
1237662264860082598,229.808976198452,8.00415671838822,17.55065,15.9153,15.14123,14.74521,14.40517,2047001280634710016,0.03217842,1.116784e-05,GALAXY,0.03217842,14.40517,1.6353500000000007,0.77407,0.39602000000000004,0.3400400000000001,15.14123
1237660670355374251,156.28405234977,11.1833101159784,19.10822,17.5412,16.81244,16.42826,16.14619,1800411584523167744,0.03217886,1.57006e-05,GALAXY,0.03217886,16.14619,1.5670199999999994,0.7287600000000012,0.3841799999999971,0.28207000000000093,16.81244
