# h E_per_node M_abs M C chi Binder
-0.43000000 -1.856458203125 0.960195312500 -0.960195312500 0.343547986147 0.056316220238 0.666500135411
-0.44000000 -1.858342187500 0.958945312500 -0.958945312500 0.280476688776 0.046204613095 0.666529143838
-0.45000000 -1.864309570312 0.960097656250 -0.960097656250 0.321489798355 0.049674665179 0.666519451226
-0.46000000 -1.841241406250 0.954804687500 -0.954804687500 0.363746312217 0.066258184524 0.666469686329
-0.47000000 -1.832440429687 0.952832031250 -0.952832031250 0.411344119144 0.072558593750 0.666449100764
-0.48000000 -1.855376562500 0.955292968750 -0.955292968750 0.419357493764 0.073321986607 0.666448434569
-0.49000000 -1.845225390625 0.955976562500 -0.955976562500 0.393555357887 0.057158482143 0.666495438646
-0.50000000 -1.830664062500 0.954062500000 -0.954062500000 0.439377834467 0.077250000000 0.666435312275
-0.51000000 -1.858876171875 0.957929687500 -0.957929687500 0.264435031214 0.041607886905 0.666542998298
-0.52000000 -1.862221875000 0.960703125000 -0.960703125000 0.407528438776 0.059980654762 0.666489579679
-0.53000000 -1.852550976563 0.959707031250 -0.959707031250 0.322976432991 0.052740141369 0.666510248475
-0.54000000 -1.851207421875 0.959628906250 -0.959628906250 0.392516610650 0.068268415179 0.666465398778
-0.55000000 -1.859080078125 0.961289062500 -0.961289062500 0.422566653380 0.068131696429 0.666465635697
-0.56000000 -1.865914062500 0.961523437500 -0.961523437500 0.391822378117 0.057979910714 0.666495664601
-0.57000000 -1.873639648438 0.963964843750 -0.963964843750 0.278942494640 0.038667224702 0.666552975632
-0.58000000 -1.858144531250 0.961914062500 -0.961914062500 0.357847948554 0.055896577381 0.666503630626
-0.59000000 -1.872817773437 0.963925781250 -0.963925781250 0.227267755909 0.032196986607 0.666572678377
-0.60000000 -1.889117187500 0.966953125000 -0.966953125000 0.298752848639 0.041245535714 0.666546293372
